date,GBP/USD_O,GBP/USD_H,GBP/USD_L,GBP/USD_C
2018-04-27,1.3914,1.3935,1.3746,1.3774
2018-04-26,1.3933,1.3998,1.3894,1.3915
2018-04-25,1.398,1.3997,1.392,1.3931
2018-04-24,1.3939,1.3987,1.3916,1.398
2018-04-23,1.4005,1.4031,1.3924,1.3938
2018-04-22,1.4011,1.4015,1.3991,1.4004
2018-04-20,1.408,1.4088,1.3992,1.3997
2018-04-19,1.4206,1.4246,1.4068,1.408
2018-04-18,1.4294,1.4315,1.4172,1.4206
2018-04-17,1.4338,1.4377,1.4281,1.4294
2018-04-16,1.4238,1.4344,1.4235,1.4337
2018-04-15,1.425,1.4254,1.4227,1.4238
2018-04-13,1.423,1.4297,1.4219,1.4236
2018-04-12,1.418,1.4247,1.4144,1.4229
2018-04-11,1.4176,1.4223,1.4159,1.418
2018-04-10,1.4132,1.4188,1.4118,1.4177
2018-04-09,1.4091,1.4165,1.4077,1.4131
2018-04-08,1.4095,1.4099,1.408,1.409
2018-04-06,1.4004,1.4105,1.3981,1.4089
2018-04-05,1.4086,1.4097,1.3964,1.4003
2018-04-04,1.4064,1.4097,1.4014,1.4086
2018-04-03,1.4049,1.4089,1.402,1.4064
2018-04-02,1.4033,1.4078,1.4024,1.4049
2018-04-01,1.4024,1.4035,1.4016,1.4033
2018-03-30,1.4034,1.406,1.4008,1.401
2018-03-29,1.4077,1.4097,1.4009,1.4034
2018-03-28,1.4165,1.4201,1.4069,1.4078
2018-03-27,1.4234,1.4244,1.4064,1.4165
2018-03-26,1.4152,1.4245,1.4143,1.4233
2018-03-25,1.4139,1.4158,1.4129,1.4152
2018-03-23,1.4114,1.4172,1.4084,1.4134
2018-03-22,1.4138,1.422,1.4074,1.4114
2018-03-21,1.4001,1.415,1.3997,1.4138
2018-03-20,1.4024,1.4067,1.3982,1.4001
2018-03-19,1.3943,1.4088,1.3911,1.4024
2018-03-18,1.3943,1.3949,1.3933,1.3943
2018-03-16,1.3936,1.3981,1.3888,1.3941
2018-03-15,1.3963,1.3989,1.3921,1.3935
2018-03-14,1.397,1.3996,1.3924,1.3963
2018-03-13,1.3904,1.3995,1.3873,1.3969
2018-03-12,1.3853,1.3918,1.384,1.3903
2018-03-11,1.3851,1.3858,1.3844,1.3853
2018-03-10,1.3852,1.3852,1.385,1.3851
2018-03-09,1.3813,1.3889,1.3786,1.3847
2018-03-08,1.3901,1.391,1.378,1.3813
2018-03-07,1.3898,1.3913,1.3844,1.39
2018-03-06,1.3843,1.3929,1.3815,1.3896
2018-03-05,1.3804,1.3878,1.3766,1.3843
2018-03-04,1.3793,1.3815,1.3786,1.3802
2018-03-02,1.3777,1.3817,1.3754,1.3799
2018-03-01,1.3756,1.3785,1.371,1.3777
2018-02-28,1.3909,1.3917,1.3752,1.3756
2018-02-27,1.3964,1.3996,1.3857,1.391
2018-02-26,1.3966,1.407,1.3927,1.3964
2018-02-25,1.3973,1.3991,1.3962,1.3967
2018-02-23,1.3955,1.4006,1.3904,1.3965
2018-02-22,1.3908,1.3989,1.3855,1.3955
2018-02-21,1.3996,1.4009,1.3902,1.3908
2018-02-20,1.3996,1.4025,1.393,1.3996
2018-02-19,1.4031,1.405,1.3957,1.3996
2018-02-18,1.4024,1.4034,1.4004,1.4031
2018-02-16,1.4091,1.4145,1.3995,1.4025
2018-02-15,1.4004,1.4105,1.3992,1.409
2018-02-14,1.3886,1.4017,1.3799,1.4004
2018-02-13,1.3836,1.3924,1.383,1.3886
2018-02-12,1.3826,1.3876,1.3795,1.3835
2018-02-11,1.3818,1.3827,1.3804,1.3827
2018-02-09,1.3919,1.3987,1.3763,1.3828
2018-02-08,1.3871,1.4067,1.3844,1.392
2018-02-07,1.3956,1.3994,1.3847,1.3871
2018-02-06,1.3967,1.4,1.3835,1.3956
2018-02-05,1.4092,1.4151,1.3953,1.3967
2018-02-04,1.4121,1.4134,1.4091,1.4094
2018-02-02,1.4262,1.4278,1.41,1.412
2018-02-01,1.4196,1.4278,1.4158,1.4262
2018-01-31,1.415,1.4233,1.4121,1.4196
2018-01-30,1.407,1.4167,1.3979,1.415
2018-01-29,1.4142,1.4159,1.4024,1.4069
2018-01-28,1.4157,1.4157,1.4126,1.4142
2018-01-26,1.4109,1.4285,1.4108,1.4154
2018-01-25,1.424,1.4345,1.4082,1.4108
2018-01-24,1.4001,1.4263,1.3995,1.424
2018-01-23,1.3983,1.4027,1.3915,1.4001
2018-01-22,1.3888,1.3991,1.3855,1.3983
2018-01-21,1.3875,1.3896,1.3871,1.3888
2018-01-19,1.3893,1.3945,1.3838,1.3854
2018-01-18,1.3807,1.3913,1.3803,1.3893
2018-01-17,1.3787,1.3943,1.3755,1.3807
2018-01-16,1.3796,1.3806,1.374,1.3787
2018-01-15,1.3739,1.382,1.3728,1.3796
2018-01-14,1.3726,1.3739,1.3723,1.3739
2018-01-12,1.3537,1.3744,1.3535,1.3725
2018-01-11,1.3506,1.3555,1.3456,1.3536
2018-01-10,1.3541,1.3562,1.3481,1.3506
2018-01-09,1.3569,1.3582,1.3504,1.354
2018-01-08,1.3569,1.3585,1.3522,1.3569
2018-01-07,1.357,1.3573,1.3552,1.3569
2018-01-05,1.3548,1.3583,1.3522,1.3564
2018-01-04,1.3511,1.356,1.3503,1.3548
2018-01-03,1.359,1.3613,1.3494,1.3511
2018-01-02,1.3512,1.36,1.3504,1.359
2018-01-01,1.3498,1.3521,1.3491,1.3514
2017-12-31,1.3512,1.3512,1.3505,1.3505
2017-12-29,1.343,1.3544,1.3427,1.3501
2017-12-28,1.3401,1.3457,1.3396,1.3429
2017-12-27,1.3374,1.343,1.3366,1.3399
2017-12-26,1.3373,1.3389,1.3346,1.3374
2017-12-25,1.336,1.3394,1.3357,1.3372
2017-12-24,1.3356,1.3363,1.3356,1.336
2017-12-22,1.3382,1.3398,1.3345,1.3361
2017-12-21,1.3372,1.3388,1.333,1.3383
2017-12-20,1.3387,1.342,1.3365,1.3372
2017-12-19,1.338,1.3402,1.3329,1.3387
2017-12-18,1.3318,1.3418,1.3308,1.338
2017-12-17,1.3318,1.3329,1.3308,1.3318
2017-12-15,1.3421,1.3448,1.33,1.3317
2017-12-14,1.3412,1.3466,1.3391,1.3424
2017-12-13,1.3315,1.343,1.331,1.3412
2017-12-12,1.334,1.338,1.3302,1.3314
2017-12-11,1.3386,1.3432,1.333,1.334
2017-12-10,1.3379,1.339,1.3363,1.3386
2017-12-08,1.3477,1.352,1.3354,1.3385
2017-12-07,1.3379,1.3485,1.3319,1.3477
2017-12-06,1.3418,1.3436,1.3357,1.3379
2017-12-05,1.3475,1.3478,1.3369,1.3418
2017-12-04,1.3474,1.3539,1.3413,1.3476
2017-12-03,1.3457,1.3478,1.343,1.3474
2017-12-01,1.3512,1.355,1.3444,1.3468
2017-11-30,1.3412,1.3549,1.3407,1.3513
2017-11-29,1.336,1.3448,1.3347,1.3412
2017-11-28,1.3319,1.3388,1.322,1.336
2017-11-27,1.3327,1.3383,1.3305,1.3319
2017-11-26,1.3335,1.3345,1.3317,1.3327
2017-11-24,1.3308,1.336,1.3276,1.3335
2017-11-23,1.3323,1.3337,1.3283,1.3308
2017-11-22,1.324,1.333,1.3212,1.3323
2017-11-21,1.3236,1.3267,1.3208,1.324
2017-11-20,1.3212,1.3279,1.3184,1.3236
2017-11-19,1.3217,1.3223,1.3206,1.3212
2017-11-17,1.3191,1.326,1.3168,1.3212
2017-11-16,1.3171,1.3208,1.3134,1.3192
2017-11-15,1.3161,1.3214,1.3129,1.3172
2017-11-14,1.3114,1.3187,1.3073,1.3161
2017-11-13,1.317,1.3173,1.306,1.3114
2017-11-12,1.3189,1.3194,1.3157,1.3169
2017-11-10,1.3145,1.323,1.3111,1.3187
2017-11-09,1.3114,1.3166,1.3084,1.3144
2017-11-08,1.317,1.3176,1.3084,1.3114
2017-11-07,1.3172,1.3178,1.3108,1.317
2017-11-06,1.3077,1.3175,1.3057,1.3171
2017-11-05,1.3074,1.3081,1.3066,1.3077
2017-11-03,1.3053,1.3133,1.3038,1.3075
2017-11-02,1.3248,1.3299,1.3042,1.3054
2017-11-01,1.3286,1.3321,1.3238,1.3248
2017-10-31,1.3204,1.3292,1.319,1.3286
2017-10-30,1.3123,1.3215,1.3122,1.3204
2017-10-29,1.3126,1.3135,1.3104,1.3123
2017-10-27,1.3138,1.314,1.3069,1.3125
2017-10-26,1.3267,1.3279,1.3135,1.3138
2017-10-25,1.3131,1.3272,1.3109,1.3267
2017-10-24,1.3204,1.3228,1.3112,1.3131
2017-10-23,1.3182,1.3227,1.3157,1.3204
2017-10-22,1.3185,1.3191,1.3171,1.3182
2017-10-20,1.3156,1.3201,1.3086,1.3185
2017-10-19,1.3207,1.3229,1.313,1.3156
2017-10-18,1.3191,1.3212,1.3139,1.3207
2017-10-17,1.3244,1.3287,1.3153,1.3191
2017-10-16,1.328,1.3312,1.3224,1.3245
2017-10-15,1.3282,1.3309,1.3278,1.328
2017-10-13,1.3267,1.3338,1.3246,1.3283
2017-10-12,1.3226,1.3291,1.312,1.3267
2017-10-11,1.3204,1.3234,1.3174,1.3225
2017-10-10,1.3135,1.3226,1.3133,1.3203
2017-10-09,1.3081,1.3184,1.3073,1.3135
2017-10-08,1.3063,1.312,1.3052,1.3082
2017-10-06,1.3115,1.3117,1.3026,1.3063
2017-10-05,1.3243,1.325,1.3106,1.3114
2017-10-04,1.3238,1.3292,1.3234,1.3243
2017-10-03,1.3278,1.3288,1.3221,1.3238
2017-10-02,1.3397,1.3398,1.3255,1.3278
2017-10-01,1.3394,1.3402,1.3368,1.3396
2017-09-29,1.3435,1.3436,1.3348,1.3393
2017-09-28,1.3395,1.3456,1.3342,1.3435
2017-09-27,1.3454,1.3455,1.3362,1.3395
2017-09-26,1.3481,1.3515,1.3407,1.3454
2017-09-25,1.3504,1.3571,1.343,1.3481
2017-09-24,1.3491,1.352,1.347,1.3503
2017-09-22,1.3573,1.3596,1.3448,1.3494
2017-09-21,1.3503,1.3587,1.3469,1.3573
2017-09-20,1.3512,1.3658,1.3451,1.3503
2017-09-19,1.3512,1.3552,1.3468,1.3512
2017-09-18,1.3582,1.3619,1.3463,1.3512
2017-09-17,1.3578,1.3591,1.3552,1.3581
2017-09-15,1.3401,1.3617,1.338,1.3589
2017-09-14,1.3214,1.3406,1.315,1.3401
2017-09-13,1.3296,1.3329,1.3183,1.3214
2017-09-12,1.3175,1.3298,1.3158,1.3296
2017-09-11,1.3191,1.3222,1.3158,1.3175
2017-09-10,1.3195,1.3197,1.3174,1.3192
2017-09-08,1.3096,1.3224,1.3092,1.3193
2017-09-07,1.3047,1.3116,1.3031,1.3097
2017-09-06,1.3041,1.3082,1.3017,1.3046
2017-09-05,1.293,1.3044,1.2907,1.3041
2017-09-04,1.2962,1.2966,1.2911,1.293
2017-09-03,1.2948,1.2964,1.2936,1.2961
2017-09-01,1.2941,1.2995,1.2903,1.2948
2017-08-31,1.2923,1.2945,1.2851,1.2941
2017-08-30,1.2928,1.2938,1.2876,1.2922
2017-08-29,1.293,1.2979,1.2913,1.2928
2017-08-28,1.2905,1.2943,1.2871,1.2929
2017-08-27,1.2897,1.2945,1.2896,1.2905
2017-08-25,1.2803,1.2889,1.2792,1.2877
2017-08-24,1.2803,1.2837,1.2772,1.2803
2017-08-23,1.2822,1.2834,1.2777,1.2803
2017-08-22,1.2895,1.2909,1.2809,1.2821
2017-08-21,1.2873,1.2916,1.2848,1.2894
2017-08-20,1.2864,1.2881,1.2851,1.2872
2017-08-18,1.2872,1.2918,1.283,1.2873
2017-08-17,1.2892,1.2909,1.2851,1.2871
2017-08-16,1.2866,1.2903,1.284,1.2892
2017-08-15,1.2961,1.297,1.2844,1.2866
2017-08-14,1.3008,1.3022,1.2955,1.296
2017-08-13,1.3008,1.3013,1.2995,1.3009
2017-08-11,1.2975,1.3032,1.2938,1.3008
2017-08-10,1.3012,1.3015,1.2951,1.2975
2017-08-09,1.2993,1.3028,1.2966,1.3012
2017-08-08,1.3033,1.3054,1.2951,1.2993
2017-08-07,1.3045,1.3059,1.3012,1.3033
2017-08-06,1.3029,1.3054,1.3029,1.3045
2017-08-04,1.3141,1.3164,1.3021,1.3036
2017-08-03,1.3225,1.3269,1.311,1.3141
2017-08-02,1.3204,1.3252,1.3188,1.3225
2017-08-01,1.32,1.3245,1.3188,1.3204
2017-07-31,1.3147,1.3225,1.3095,1.32
2017-07-30,1.3132,1.315,1.3121,1.3147
2017-07-28,1.3071,1.3152,1.3064,1.3131
2017-07-27,1.3116,1.3159,1.3051,1.3072
2017-07-26,1.3029,1.3126,1.2998,1.3116
2017-07-25,1.3022,1.3084,1.3007,1.3029
2017-07-24,1.3,1.3058,1.2988,1.3023
2017-07-23,1.2988,1.3007,1.2988,1.3
2017-07-21,1.2965,1.302,1.2951,1.2993
2017-07-20,1.3024,1.3033,1.2931,1.2965
2017-07-19,1.3036,1.3053,1.3009,1.3024
2017-07-18,1.3052,1.3126,1.3003,1.3036
2017-07-17,1.3108,1.3113,1.3044,1.3052
2017-07-16,1.3099,1.3113,1.3093,1.3107
2017-07-14,1.294,1.3114,1.2932,1.309
2017-07-13,1.289,1.2955,1.2886,1.294
2017-07-12,1.2853,1.2908,1.2809,1.289
2017-07-11,1.2878,1.2927,1.2829,1.2853
2017-07-10,1.2887,1.2908,1.2854,1.2878
2017-07-09,1.2882,1.2889,1.2872,1.2886
2017-07-07,1.2968,1.2975,1.2863,1.2888
2017-07-06,1.2935,1.2984,1.2917,1.2968
2017-07-05,1.2927,1.2948,1.2892,1.2935
2017-07-04,1.2942,1.2959,1.2911,1.2927
2017-07-03,1.3018,1.3023,1.2929,1.2942
2017-07-02,1.301,1.3025,1.3,1.3018
2017-06-30,1.301,1.303,1.2945,1.3022
2017-06-29,1.2933,1.3015,1.2932,1.301
2017-06-28,1.2818,1.2972,1.2792,1.2934
2017-06-27,1.2719,1.2861,1.2714,1.2818
2017-06-26,1.274,1.276,1.2703,1.2718
2017-06-25,1.2728,1.2744,1.2723,1.274
2017-06-23,1.2679,1.2744,1.2673,1.2715
2017-06-22,1.2673,1.2691,1.2651,1.2679
2017-06-21,1.2626,1.271,1.2587,1.2673
2017-06-20,1.2738,1.2758,1.2602,1.2626
2017-06-19,1.2774,1.2814,1.2722,1.2738
2017-06-18,1.2783,1.2786,1.2739,1.2774
2017-06-16,1.2753,1.2806,1.275,1.2777
2017-06-15,1.2755,1.2796,1.2689,1.2753
2017-06-14,1.2748,1.2818,1.2721,1.2755
2017-06-13,1.2667,1.2757,1.2639,1.2747
2017-06-12,1.2739,1.2769,1.2636,1.2667
2017-06-11,1.272,1.2748,1.2701,1.274
2017-06-09,1.2801,1.2803,1.2634,1.2738
2017-06-08,1.2956,1.2978,1.2702,1.28
2017-06-07,1.2907,1.2969,1.2885,1.2956
2017-06-06,1.2906,1.2951,1.287,1.2907
2017-06-05,1.287,1.2941,1.2858,1.2906
2017-06-04,1.2864,1.2877,1.2848,1.2869
2017-06-02,1.2885,1.2904,1.2843,1.2882
2017-06-01,1.287,1.2916,1.2828,1.2885
2017-05-31,1.2806,1.2921,1.2768,1.287
2017-05-30,1.2824,1.2888,1.2789,1.2806
2017-05-29,1.2817,1.285,1.2807,1.2824
2017-05-28,1.2805,1.2817,1.2789,1.2816
2017-05-26,1.2932,1.2934,1.2774,1.2799
2017-05-25,1.2969,1.3015,1.2929,1.2932
2017-05-24,1.2963,1.2999,1.2924,1.2969
2017-05-23,1.2998,1.3034,1.2951,1.2963
2017-05-22,1.3018,1.3043,1.2963,1.2998
2017-05-21,1.3007,1.3023,1.2976,1.3018
2017-05-19,1.2943,1.304,1.2939,1.3028
2017-05-18,1.2969,1.3048,1.2887,1.2943
2017-05-17,1.2916,1.2991,1.2904,1.2969
2017-05-16,1.29,1.2958,1.2865,1.2915
2017-05-15,1.2886,1.2941,1.2879,1.29
2017-05-14,1.2886,1.2893,1.2873,1.2885
2017-05-12,1.2889,1.29,1.2843,1.2886
2017-05-11,1.2929,1.2949,1.2847,1.2888
2017-05-10,1.2948,1.2988,1.2925,1.2929
2017-05-09,1.2939,1.2961,1.2901,1.2947
2017-05-08,1.2966,1.2986,1.2927,1.2939
2017-05-07,1.2979,1.2989,1.2956,1.2966
2017-05-05,1.2921,1.2985,1.2898,1.2985
2017-05-04,1.2869,1.2933,1.2829,1.2921
2017-05-03,1.2938,1.2948,1.286,1.2869
2017-05-02,1.2896,1.2941,1.2861,1.2939
2017-05-01,1.2928,1.2937,1.2877,1.2897
2017-04-30,1.295,1.2955,1.2921,1.2927
2017-04-28,1.29,1.2966,1.2885,1.2945
2017-04-27,1.2853,1.2917,1.2839,1.2901
2017-04-26,1.2833,1.2864,1.2803,1.2853
2017-04-25,1.2785,1.2846,1.2772,1.2833
2017-04-24,1.2812,1.2833,1.2771,1.2785
2017-04-23,1.284,1.2868,1.2797,1.2812
2017-04-21,1.2806,1.2835,1.2755,1.2808
2017-04-20,1.2786,1.2847,1.277,1.2806
2017-04-19,1.2842,1.286,1.2768,1.2786
2017-04-18,1.2557,1.2906,1.2513,1.2842
2017-04-17,1.253,1.2596,1.2525,1.2558
2017-04-16,1.2528,1.2535,1.2522,1.2531
2017-04-14,1.2508,1.2535,1.2498,1.2517
2017-04-13,1.2538,1.2575,1.2498,1.2505
2017-04-12,1.2487,1.2548,1.2477,1.2538
2017-04-11,1.242,1.2499,1.2402,1.2487
2017-04-10,1.2371,1.2429,1.2363,1.2421
2017-04-09,1.2374,1.2386,1.2367,1.2371
2017-04-08,1.2372,1.2372,1.2372,1.2372
2017-04-07,1.2465,1.2478,1.2363,1.2369
2017-04-06,1.2486,1.2506,1.2449,1.2464
2017-04-05,1.2437,1.2498,1.2421,1.2486
2017-04-04,1.2485,1.2495,1.2417,1.2436
2017-04-03,1.255,1.2554,1.2464,1.2485
2017-04-02,1.2539,1.2556,1.2527,1.2549
2017-03-31,1.2477,1.2558,1.2432,1.2543
2017-03-30,1.244,1.2525,1.2402,1.2477
2017-03-29,1.2456,1.2477,1.2374,1.2438
2017-03-28,1.256,1.2596,1.2439,1.2456
2017-03-27,1.2514,1.2615,1.2504,1.256
2017-03-26,1.2481,1.2516,1.2475,1.2514
2017-03-24,1.2517,1.2519,1.2462,1.2467
2017-03-23,1.2474,1.2531,1.246,1.2517
2017-03-22,1.2477,1.2506,1.2422,1.2474
2017-03-21,1.2358,1.2494,1.2339,1.2477
2017-03-20,1.2387,1.2436,1.2333,1.2358
2017-03-19,1.2388,1.2393,1.2379,1.2387
2017-03-17,1.2356,1.2405,1.2321,1.2394
2017-03-16,1.2291,1.2377,1.2238,1.2355
2017-03-15,1.2152,1.2309,1.2148,1.229
2017-03-14,1.2213,1.2215,1.2107,1.2152
2017-03-13,1.2163,1.2251,1.2154,1.2212
2017-03-12,1.2167,1.2176,1.2151,1.2163
2017-03-10,1.2153,1.2189,1.2137,1.2162
2017-03-09,1.2168,1.2195,1.2133,1.2152
2017-03-08,1.2205,1.2214,1.2137,1.2168
2017-03-07,1.224,1.2253,1.2168,1.2205
2017-03-06,1.2288,1.23,1.2221,1.224
2017-03-05,1.2292,1.2294,1.2282,1.2288
2017-03-03,1.2269,1.23,1.2213,1.2289
2017-03-02,1.23,1.2308,1.2241,1.2269
2017-03-01,1.2376,1.2405,1.2279,1.23
2017-02-28,1.2439,1.2471,1.2369,1.2376
2017-02-27,1.2453,1.2479,1.2382,1.2439
2017-02-26,1.2457,1.2481,1.2444,1.2452
2017-02-24,1.2551,1.257,1.2446,1.2461
2017-02-23,1.2458,1.2561,1.2425,1.2552
2017-02-22,1.2476,1.2508,1.2419,1.2458
2017-02-21,1.2465,1.2481,1.2399,1.2476
2017-02-20,1.2416,1.2483,1.2406,1.2465
2017-02-19,1.2409,1.2424,1.2402,1.2416
2017-02-17,1.2484,1.2511,1.2386,1.2407
2017-02-16,1.2461,1.2524,1.2453,1.2482
2017-02-15,1.2473,1.2481,1.2382,1.2461
2017-02-14,1.2526,1.2549,1.2443,1.2473
2017-02-13,1.2487,1.2539,1.2477,1.2526
2017-02-12,1.2486,1.2492,1.2473,1.249
2017-02-10,1.2498,1.2521,1.2438,1.2486
2017-02-09,1.2537,1.2582,1.2488,1.2497
2017-02-08,1.2508,1.255,1.2472,1.2537
2017-02-07,1.2466,1.2546,1.2345,1.2508
2017-02-06,1.2477,1.2499,1.2425,1.2466
2017-02-05,1.2491,1.2507,1.2472,1.2476
2017-02-03,1.2528,1.2538,1.2455,1.2486
2017-02-02,1.2658,1.2706,1.2515,1.2529
2017-02-01,1.2579,1.268,1.2542,1.2658
2017-01-31,1.2491,1.2596,1.2411,1.258
2017-01-30,1.2564,1.26,1.2464,1.2491
2017-01-29,1.2549,1.2593,1.2549,1.2564
2017-01-27,1.2589,1.2606,1.2515,1.2546
2017-01-26,1.2632,1.2674,1.2556,1.2589
2017-01-25,1.2529,1.2639,1.249,1.2632
2017-01-24,1.2535,1.2544,1.2417,1.2528
2017-01-23,1.2379,1.2546,1.2373,1.2535
2017-01-22,1.2365,1.2383,1.2358,1.2379
2017-01-20,1.2334,1.2381,1.2259,1.2368
2017-01-19,1.2263,1.2345,1.2251,1.2334
2017-01-18,1.2402,1.2411,1.225,1.2263
2017-01-17,1.2021,1.2416,1.202,1.2403
2017-01-16,1.2047,1.2086,1.1986,1.202
2017-01-15,1.2061,1.2061,1.1982,1.2046
2017-01-13,1.2156,1.2233,1.2121,1.2181
2017-01-12,1.2204,1.2317,1.215,1.2157
2017-01-11,1.2172,1.2272,1.2037,1.2204
2017-01-10,1.2171,1.219,1.2104,1.2172
2017-01-09,1.2254,1.2271,1.2124,1.2172
2017-01-08,1.2266,1.2266,1.2234,1.2254
2017-01-06,1.2412,1.2431,1.2259,1.2283
2017-01-05,1.2318,1.2432,1.2269,1.2412
2017-01-04,1.2238,1.2353,1.2219,1.232
2017-01-03,1.2275,1.2307,1.2199,1.2238
2017-01-02,1.2341,1.2355,1.227,1.2275
2017-01-01,1.2337,1.2346,1.2324,1.2341
2016-12-30,1.2255,1.2388,1.2242,1.2346
2016-12-29,1.2221,1.2275,1.2207,1.2257
2016-12-28,1.2269,1.2297,1.2198,1.2221
2016-12-27,1.2273,1.2287,1.2238,1.227
2016-12-26,1.227,1.2303,1.2254,1.2273
2016-12-25,1.2281,1.2282,1.2266,1.2268
2016-12-23,1.2285,1.2299,1.2228,1.2283
2016-12-22,1.2352,1.2378,1.2275,1.2286
2016-12-21,1.2369,1.239,1.2322,1.2352
2016-12-20,1.239,1.2409,1.2312,1.2368
2016-12-19,1.2483,1.2503,1.2354,1.239
2016-12-18,1.2486,1.2493,1.2468,1.2483
2016-12-16,1.2422,1.251,1.2382,1.2488
2016-12-15,1.254,1.2568,1.2374,1.2422
2016-12-14,1.2658,1.2724,1.2527,1.254
2016-12-13,1.2681,1.2728,1.2651,1.2658
2016-12-12,1.2591,1.27,1.2564,1.2676
2016-12-11,1.2574,1.2596,1.2555,1.2592
2016-12-09,1.2576,1.2621,1.255,1.2575
2016-12-08,1.2625,1.2705,1.2547,1.2576
2016-12-07,1.268,1.2683,1.2569,1.2625
2016-12-06,1.273,1.2775,1.2654,1.2679
2016-12-05,1.2631,1.2745,1.2627,1.2729
2016-12-04,1.2725,1.2725,1.2624,1.2631
2016-12-02,1.2592,1.2737,1.2568,1.2727
2016-12-01,1.2511,1.2696,1.2505,1.2591
2016-11-30,1.249,1.2523,1.2418,1.2511
2016-11-29,1.2416,1.2526,1.2387,1.249
2016-11-28,1.2465,1.2533,1.2385,1.2416
2016-11-27,1.2466,1.2483,1.2453,1.2467
2016-11-26,1.2475,1.2475,1.2475,1.2475
2016-11-25,1.245,1.2485,1.2414,1.2483
2016-11-24,1.2423,1.2495,1.24,1.245
2016-11-23,1.2423,1.2469,1.2358,1.2424
2016-11-22,1.2485,1.2514,1.2383,1.2424
2016-11-21,1.2349,1.2512,1.231,1.2486
2016-11-20,1.2338,1.2355,1.2331,1.2347
2016-11-18,1.2418,1.2436,1.2299,1.2345
2016-11-17,1.2442,1.2505,1.2407,1.2413
2016-11-16,1.2448,1.2502,1.2409,1.2441
2016-11-15,1.2501,1.2529,1.2379,1.2448
2016-11-14,1.2576,1.2593,1.2443,1.2501
2016-11-13,1.2591,1.2606,1.2555,1.2576
2016-11-11,1.2543,1.2674,1.2524,1.2596
2016-11-10,1.2416,1.2585,1.2375,1.2543
2016-11-09,1.2368,1.2547,1.2348,1.2416
2016-11-08,1.2395,1.244,1.2356,1.2368
2016-11-07,1.2469,1.2498,1.2374,1.2395
2016-11-06,1.2511,1.2521,1.2446,1.247
2016-11-04,1.2465,1.2557,1.2447,1.2514
2016-11-03,1.2302,1.2494,1.2295,1.2464
2016-11-02,1.224,1.2355,1.2218,1.2302
2016-11-01,1.2234,1.2281,1.2204,1.224
2016-10-31,1.2191,1.2249,1.2142,1.2234
2016-10-30,1.2181,1.2195,1.2141,1.2192
2016-10-28,1.2159,1.2212,1.2111,1.2186
2016-10-27,1.2234,1.2272,1.2145,1.2159
2016-10-26,1.2179,1.2249,1.2153,1.2234
2016-10-25,1.222,1.2244,1.2081,1.2179
2016-10-24,1.2219,1.2249,1.2183,1.222
2016-10-23,1.222,1.2234,1.2215,1.2219
2016-10-21,1.2255,1.226,1.2168,1.2229
2016-10-20,1.2289,1.2298,1.2208,1.2254
2016-10-19,1.2297,1.2332,1.225,1.2289
2016-10-18,1.2188,1.2325,1.218,1.2298
2016-10-17,1.2164,1.2202,1.2133,1.2188
2016-10-16,1.2184,1.2184,1.2139,1.2164
2016-10-14,1.2242,1.2262,1.2167,1.2186
2016-10-13,1.2197,1.2272,1.213,1.2242
2016-10-12,1.2242,1.2325,1.2164,1.2197
2016-10-11,1.236,1.2364,1.2088,1.2241
2016-10-10,1.2434,1.2444,1.2341,1.2361
2016-10-09,1.2434,1.2442,1.2384,1.2435
2016-10-07,1.2614,1.2615,1.1943,1.2433
2016-10-06,1.2751,1.276,1.2599,1.2614
2016-10-05,1.2734,1.2771,1.2683,1.2751
2016-10-04,1.2849,1.286,1.2716,1.2734
2016-10-03,1.2934,1.2947,1.2816,1.285
2016-10-02,1.2939,1.2945,1.2898,1.2934
2016-09-30,1.2971,1.3023,1.2935,1.2976
2016-09-29,1.3018,1.3058,1.2951,1.2971
2016-09-28,1.3017,1.3032,1.2977,1.3018
2016-09-27,1.2971,1.3027,1.2933,1.3017
2016-09-26,1.2969,1.2988,1.2914,1.2971
2016-09-25,1.2964,1.2971,1.2951,1.2969
2016-09-23,1.3079,1.3088,1.2912,1.2963
2016-09-22,1.3033,1.3121,1.3025,1.3078
2016-09-21,1.2985,1.3047,1.2944,1.3034
2016-09-20,1.3036,1.3065,1.2945,1.2985
2016-09-19,1.3018,1.3091,1.3004,1.3037
2016-09-18,1.2996,1.302,1.2994,1.3019
2016-09-16,1.3243,1.3248,1.2995,1.2996
2016-09-15,1.325,1.3277,1.3179,1.3243
2016-09-14,1.3191,1.3279,1.3137,1.325
2016-09-13,1.3334,1.3339,1.3165,1.319
2016-09-12,1.3257,1.3347,1.3234,1.3335
2016-09-11,1.327,1.3273,1.325,1.3257
2016-09-09,1.3299,1.3336,1.3238,1.327
2016-09-08,1.3337,1.3375,1.3281,1.3299
2016-09-07,1.3423,1.3427,1.3318,1.3336
2016-09-06,1.3299,1.3445,1.3292,1.3424
2016-09-05,1.3292,1.3376,1.3287,1.33
2016-09-04,1.3296,1.3308,1.3288,1.3293
2016-09-02,1.327,1.3352,1.3248,1.3289
2016-09-01,1.3144,1.3318,1.3125,1.327
2016-08-31,1.3082,1.3158,1.3064,1.3144
2016-08-30,1.3106,1.312,1.3056,1.3081
2016-08-29,1.313,1.3139,1.3056,1.3106
